Default Monster Data					Stats								Movement and Combat					Attack 1			Attack 2			    Spell Attack		    Spell Attack 2		Resistances										Misc
#	Name	Picture	LVL	 HP 	AC	 EXP 	Treasure	Blood	Fly	Move	AI Type	Hst	Spd	Rec	Pref	Bonus	Type	Damage	Miss	Att%	Type	Damage	Miss	Use%	"Spl,Mas,Skil"	Use%	"Spl,Mas,Skil"	Fire	Air	Water	Earth	Mind	Spirit	Body	Light	Dark	Phys	Special
349	Peasant	Peasant Human1 FemaleA A	1	5	0	16	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
350	Peasant	Peasant Human1 FemaleA B	1	5	0	22	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351	Peasant	Peasant Human1 FemaleA C	1	6	0	30	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
352	Peasant	Peasant Human1 FemaleB A	1	5	0	16	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
353	Peasant	Peasant Human1 FemaleB B	1	5	0	22	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
354	Peasant	Peasant Human1 FemaleB C	1	6	0	30	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
355	Peasant	Peasant Human1 FemaleC A	1	5	0	16	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
356	Peasant	Peasant Human1 FemaleC B	1	5	0	22	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
357	Peasant	Peasant Human1 FemaleC C	1	6	0	30	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
358	Peasant	Peasant Human1 MaleA A	1	5	0	16	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
359	Peasant	Peasant Human1 MaleA B	1	5	0	22	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
360	Peasant	Peasant Human1 MaleA C	1	6	0	30	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
361	Peasant	Peasant Human1 MaleB A	1	5	0	16	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
362	Peasant	Peasant Human1 MaleB B	1	5	0	22	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
363	Peasant	Peasant Human1 MaleB C	1	6	0	30	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
364	Peasant	Peasant Human1 MaleC A	1	5	0	16	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
365	Peasant	Peasant Human1 MaleC B	1	5	0	22	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
366	Peasant	Peasant Human1 MaleC C	1	6	0	30	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
367	Peasant	Peasant Human2 MaleA A	1	5	0	16	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
368	Peasant	Peasant Human2 MaleA B	1	5	0	22	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
369	Peasant	Peasant Human2 MaleA C	1	6	0	30	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
370	Peasant	Peasant Human2 MaleB A	1	5	0	16	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
371	Peasant	Peasant Human2 MaleB B	1	5	0	22	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
372	Peasant	Peasant Human2 MaleB C	1	6	0	30	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
373	Peasant	Peasant Human2 MaleC A	1	5	0	16	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
374	Peasant	Peasant Human2 MaleC B	1	5	0	22	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
375	Peasant	Peasant Human2 MaleC C	1	6	0	30	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
376	Peasant	Peasant Human2 FemaleA A	1	5	0	16	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
377	Peasant	Peasant Human2 FemaleA B	1	5	0	22	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
378	Peasant	Peasant Human2 FemaleA C	1	6	0	30	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
379	Peasant	Peasant Human2 FemaleB A	1	5	0	16	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
380	Peasant	Peasant Human2 FemaleB B	1	5	0	22	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
381	Peasant	Peasant Human2 FemaleB C	1	6	0	30	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
382	Peasant	Peasant Human2 FemaleC A	1	5	0	16	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
383	Peasant	Peasant Human2 FemaleC B	1	5	0	22	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
384	Peasant	Peasant Human2 FemaleC C	1	6	0	30	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
385	Giant Rat	Rat A	2	8	0	103	2%L1Ring	1	N	Free	Normal	2	250	75	0	Disease1	Phys	8D10	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
386	Lightning Rat	Rat B	2	9	15	144	2%L1Ring	1	N	Free	Normal	2	250	75	0	Disease1	Phys	8D10	0	10	Air	8D10	Air	2	0	0	0	10	10	10	10	10	10	10	10	10	0	0
387	Fire Rat	Rat C	3	10	30	201	2%L1Ring	1	N	Free	Aggress	2	250	75	0	Disease2	Phys	11D11	0	15	Fire	11D11	Fire	3	0	0	0	20	20	20	20	20	20	20	20	20	0	0
388	Seeker Droid	Robot A	68	658	232	5275	0	0	N	Med	Suicidal	4	200	50	0	0	Phys	52D52+42	Ener	0	0	0	0	68	0	0	0	165	95	95	165	Imm	Imm	130	95	95	0	"shot,x3"
389	Sentinel Droid	Robot B	88	750	247	7384	0	0	N	Short	Suicidal	4	200	50	0	0	Phys	59D60+13	Ener	0	0	0	0	88	0	0	0	180	110	110	180	Imm	Imm	145	110	110	0	"shot,x3"
390	Assassin Droid	Robot C	114	855	262	10337	0	0	N	Short	Suicidal	4	200	50	0	0	Phys	67D68+47	Ener	0	0	0	0	114	"Dispel Magic,E,4"	0	0	195	125	125	195	Imm	Imm	160	125	125	0	"shot,x3"
391	Roc	Roc A	32	252	184	1380	10D8	1	Y	Free	Normal	3	275	80	0	0	Phys	35D36+32	0	0	0	0	0	32	0	0	0	70	140	140	140	140	70	70	70	70	0	0
392	Greater Roc	Roc B	41	287	199	1931	20D8	1	Y	Long	Aggress	3	300	70	0	0	Phys	40D41+15	0	0	0	0	0	41	0	0	0	75	145	145	145	145	75	75	75	75	0	0
393	Thunderbird	Roc C	54	327	214	2703	35D8	1	Y	Med	Suicidal	3	325	60	0	0	Phys	46D47+18	0	0	0	0	0	54	0	0	0	80	Imm	150	150	150	80	80	80	80	0	0
394	Giant Shark	Sea Monster A	30	233	198	1262	0	0	Y	Free	Aggress	4	200	90	0	0	Water	34D35+21	Water	0	0	0	0	30	0	0	0	77	77	Imm	77	77	77	77	77	77	0	0
395	Piranha Shark	Sea Monster B	39	265	213	1766	0	0	Y	Free	Aggress	4	200	90	0	0	Water	39D40+15	Water	0	0	0	0	39	0	0	0	92	92	Imm	92	92	92	92	92	92	0	0
396	Dragon Shark	Sea Monster C	50	302	228	2472	0	0	Y	Free	Aggress	4	200	80	0	Afraid	Water	44D45+39	Water	0	0	0	0	50	0	0	0	108	108	Imm	108	108	108	108	108	108	0	0
397	Skeleton	Skeleton Warrior A	8	36	87	183	4D6	0	N	Med	Aggress	2	220	100	0	0	Phys	17D19	0	0	0	0	0	8	0	0	0	0	0	0	0	Imm	0	Imm	0	95	0	0
398	Skeleton Warrior	Skeleton Warrior B	10	41	102	256	7D6	0	N	Med	Aggress	2	250	90	0	Afraidx2	Phys	20D20+3	0	0	0	0	0	10	0	0	0	10	10	10	10	Imm	10	Imm	10	110	0	0
399	Skeleton Lord	Skeleton Warrior C	13	46	117	358	5%10D6+L2Sword	0	N	Short	Suicidal	2	280	80	0	Cursex4	Phys	22D23+19	0	0	0	0	0	13	0	0	0	20	20	20	20	Imm	20	Imm	20	125	0	0
400	Giant Spider	Spider A	4	10	10	160	0	1	N	Med	Normal	2	260	90	0	Poison1x10	Phys	12D13+5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
401	Venemous Spider	Spider B	5	11	25	224	0	1	N	Med	Aggress	2	280	90	0	Poison1x20	Phys	14D14+5	0	0	0	0	0	5	0	0	0	10	10	10	10	10	10	10	10	10	0	0
402	Widowmaker	Spider C	6	13	40	313	0	1	N	Short	Aggress	2	300	90	0	Poison2x5	Phys	15D16+2	0	0	0	0	0	6	0	0	0	20	20	20	20	20	20	20	20	20	0	0
403	Swordsman	Swordsman A	14	74	165	338	10d6	1	N	Long	Aggress	4	220	90	T	0	Phys	23D24+13	0	0	0	0	0	14	0	0	0	17	17	17	17	0	17	17	0	0	0	0
404	Guard	Swordsman B	18	84	180	473	5%15D6+L2Sword	1	N	Med	Aggress	4	250	80	T	0	Phys	26D27+24	0	0	0	0	0	18	0	0	0	40	40	40	40	0	22	40	10	10	0	0
405	Adventurer	Swordsman C	23	96	195	662	10%30D6+L2Sword	1	N	Short	Aggress	4	280	70	T	0	Phys	30D30+28	0	0	0	0	0	23	0	0	0	62	62	62	62	0	27	62	20	20	0	0
406	Thief	Thief A	15	79	168	338	5%3D10+L1	1	N	Med	Normal	2	250	60	P	0	Phys	24D24+13	0	0	0	0	0	15	0	0	0	15	15	15	15	0	15	15	15	15	0	0
407	Rogue	Thief B	19	88	183	473	10%4D10+L1	1	N	Med	Normal	2	260	60	P	0	Phys	27D27+24	0	0	0	0	0	19	0	0	0	30	30	30	30	0	30	30	30	30	0	0
408	Master Thief	Thief C	25	105	198	662	20%5D10+L2	1	N	Med	Aggress	2	270	60	P	0	Phys	30D32+28	0	0	0	0	0	25	0	0	0	45	45	45	45	0	45	45	45	45	0	0
409	Titan	Titan A	75	790	230	5344	40%200D10+L5	1	N	Short	Aggress	4	200	70	O	0	Air	55D55+3	Air	0	0	0	0	75	"Psychic Shock,M,50"	0	"Sparks,M,40"	130	Imm	165	165	Imm	95	165	165	165	0	0
410	Storm Titan	Titan B	97	900	245	7481	300D10L5	1	N	Short	Aggress	4	200	70	O	0	Air	62D63+11	Air	0	0	0	0	97	"Psychic Shock,M,80"	0	"Sparks,M,90"	145	Imm	180	180	Imm	110	180	180	180	0	0
411	Blood Titan	Titan C	126	1027	260	10473	400D10+L6	1	N	Short	Aggress	4	200	70	O	Dead	Air	71D71+47	Air	0	0	0	0	126	"Psychic Shock,G,110"	0	"Sparks,G,130"	160	Imm	195	195	Imm	125	195	195	195	0	0
412	Troglodyte Drone	Troglodyte A	11	57	104	242	10%5D5+L1	1	N	Long	Normal	2	220	100	0	0	Phys	21D21+3	0	0	0	0	0	11	0	0	0	20	58	58	58	0	0	0	0	20	0	0
413	Troglodyte Soldier	Troglodyte B	14	64	119	338	10%8D5+L2	1	N	Med	Normal	2	240	90	0	0	Phys	23D24+13	0	0	0	0	0	14	0	0	0	40	75	75	75	0	0	0	0	25	0	0
414	Troglodyte Queen	Troglodyte C	18	74	134	473	25%14D5+L3	1	N	Med	Aggress	2	260	80	0	Poison2x5	Phys	26D27+24	0	0	0	0	0	18	0	0	0	59	102	102	102	0	0	0	0	30	0	0
415	Minion Vampire	Vampire A	27	231	198	1101	30%6D8+L2Cape	1	N	Med	Aggress	2	220	80	OC	DrainSPx4	Phys	33D33+1	0	0	0	0	0	27	0	0	0	22	59	Imm	59	Imm	0	59	0	100	0	0
416	Vampire	Vampire B	35	263	213	1541	40%12D8+L3Cape	1	N	Med	Aggress	2	240	70	OC	DrainSPx6	Phys	37D38+7	0	0	0	0	0	35	0	0	0	40	75	Imm	75	Imm	0	75	0	105	0	0
417	Elder Vampire	Vampire C	45	300	228	2157	50%16D8+L4Cape	1	N	Short	Suicidal	2	260	60	OC	DrainSPx8	Phys	42D43+11	0	0	0	0	0	45	0	0	0	58	91	Imm	111	Imm	0	111	0	110	0	0
418	Fire Warlock	Warlock A	50	561	179	1250	10%7D9+L2Wand	1	N	Med	Aggress	4	200	80	0	0	Fire	44D45+39	Fire	0	0	0	0	50	"Fireball,E,13"	0	0	117	117	117	117	37	117	117	117	117	0	0
419	Water Warlock	Warlock B	65	639	194	1750	15%15D9+L3Wand	1	N	Med	Aggress	4	220	70	0	0	Water	51D51+24	Water	0	0	0	0	65	"Acid Burst,M,29"	0	0	120	120	120	120	53	120	120	120	120	0	0
420	Air Warlock	Warlock C	84	729	209	2450	25%25D9+L4Wand	1	N	Short	Aggress	4	240	60	0	0	Air	58D58+28	Air	0	0	0	0	84	"Lightning Bolt,M,30"	0	0	124	124	124	124	70	124	124	124	124	0	0
421	Wight	Wight A	16	90	155	418	10%L2Dagger	0	N	Short	Suicidal	2	180	90	0	DrainSPx4	Phys	25D25+21	0	0	0	0	0	16	0	0	0	54	54	Imm	54	Imm	0	100	0	100	0	0
422	Wraith	Wight B	20	102	170	585	10%L3Dagger	0	N	Short	Suicidal	2	200	80	0	DrainSPx6	Phys	28D28+23	0	0	0	0	0	20	0	0	0	75	75	Imm	75	Imm	0	105	0	105	0	0
423	Barrow Wight	Wight C	27	117	185	819	20%L4Dagger	0	N	Short	Suicidal	2	220	70	0	DrainSPx8	Phys	33D33+1	0	0	0	0	0	27	0	0	0	98	98	Imm	98	Imm	0	110	0	110	0	0
424	Wyvern	AWyvern A	23	151	194	769	10%25D8+L3	1	Y	Free	Normal	3	250	80	DR	Poison2x5	Phys	30D30+28	0	0	0	0	0	23	0	0	0	95	25	25	95	25	25	95	95	95	0	0
425	Horned Wyvern	AWyvern B	29	172	209	1076	10%50D8+L4	1	Y	Long	Aggress	3	280	70	DR	Poison2x10	Phys	34D34+15	0	0	0	0	0	29	0	0	0	110	40	40	110	40	40	110	110	110	0	0
426	Ancient Wyvern	AWyvern C	38	196	224	1506	15%100D8+L4	1	Y	Med	Suicidal	3	320	60	DR	Poison3x5	Phys	39D39+13	0	0	0	0	0	38	0	0	0	125	55	55	125	55	55	125	125	125	0	0
427	Rotted Corpse	Zombie A	10	80	173	282	10%5D4	0	N	Med	Aggress	1	160	110	0	Disease1x2	Phys	20D20+3	0	0	0	0	0	10	0	0	0	17	17	17	17	Imm	0	105	0	105	0	0
428	Walking Dead	Zombie B	13	91	188	394	10%7D4	0	N	Med	Aggress	1	180	100	0	Disease2x2	Phys	22D23+19	0	0	0	0	0	13	0	0	0	40	40	40	40	Imm	0	110	0	110	0	0
429	Zombie	Zombie C	16	104	203	551	25%12D4	0	N	Med	Suicidal	1	200	90	0	Disease2x4	Phys	25D25+21	0	0	0	0	0	16	0	0	0	62	62	62	62	Imm	0	115	0	115	0	0
430	peasant	Peasant Goblin female A A	1	5	0	16	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
431	peasant	Peasant Goblin female A B	1	5	0	22	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
432	peasant	Peasant Goblin female A C	1	6	0	30	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
433	peasant	Peasant Goblin female B A	1	5	0	16	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
434	peasant	Peasant Goblin female B B	1	5	0	22	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
435	peasant	Peasant Goblin female B C	1	6	0	30	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
436	peasant	Peasant Goblin female C A	1	5	0	16	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
437	peasant	Peasant Goblin female C B	1	5	0	22	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
438	peasant	Peasant Goblin female C C	1	6	0	30	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
439	peasant	Peasant Goblin Male A A	1	5	0	16	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
440	peasant	Peasant Goblin Male A B	1	5	0	22	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
441	peasant	Peasant Goblin Male A C	1	6	0	30	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
442	peasant	Peasant Goblin Male B A	1	5	0	16	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
443	peasant	Peasant Goblin Male B B	1	5	0	22	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
444	peasant	Peasant Goblin Male B C	1	6	0	30	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
445	peasant	Peasant Goblin Male C A	1	5	0	16	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
446	peasant	Peasant Goblin Male C B	1	5	0	22	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
447	peasant	Peasant Goblin Male C C	1	6	0	30	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
448	Swamp Troll	ATroll A	23	152	192	777	5%12D10+L1Belt	1	N	Med	Aggress	2	200	90	W	0	Phys	30D30+28	0	0	0	0	0	23	0	0	0	22	60	60	Imm	20	20	22	0	20	0	0
449	River Troll	ATroll B	29	173	207	1087	5%25D10+L2Belt	1	N	Med	Aggress	2	220	80	W	0	Phys	34D34+15	0	0	0	0	0	29	0	0	0	40	75	75	Imm	25	25	40	0	25	0	0
450	Mountain Troll	ATroll C	38	197	222	1521	5%45D10+L3Belt	1	N	Med	Suicidal	2	260	70	W	0	Phys	39D39+13	0	0	0	0	0	38	0	0	0	57	90	90	Imm	30	30	57	0	30	0	0
451	Tree	Treant A	15	82	100	376	20%L3Gem	0	N	stand	Suicidal	1	120	100	D	0	Phys	24D25+5	0	50	Earth	24D25+5	Earth	15	0	0	0	0	80	80	Imm	Imm	34	80	16	16	0	0
452	Tree	Treant B	19	93	115	526	35%L3Gem	0	N	stand	Suicidal	1	140	100	D	0	Phys	27D28+11	0	50	Earth	27D28+11	Earth	19	0	0	0	10	108	108	Imm	Imm	41	108	23	23	0	0
453	Tree	Treant C	25	106	130	736	50%L4Gem	0	N	stand	Suicidal	1	160	100	D	0	Phys	31D32+17	0	50	Earth	31D32+17	Earth	25	0	0	0	20	128	128	Imm	Imm	48	128	30	30	0	0
454	Ghast	Ghoul A	10	51	144	213	10%5D4	1	N	Med	Aggress	1	160	110	CP	Disease1x4	Phys	20D20+3	0	0	0	0	0	10	0	0	0	0	0	Imm	0	Imm	0	95	0	95	0	0
455	Ghoul 	Ghoul B	13	58	159	298	10%7D4	1	N	Med	Aggress	1	180	100	CP	Disease2x4	Phys	22D23+19	0	0	0	0	0	13	0	0	0	10	10	Imm	10	Imm	10	110	10	110	0	0
456	Revenant	Ghoul C	16	66	174	417	25%12D4	1	N	Med	Suicidal	1	200	90	CP	Disease3x4	Phys	25D25+21	0	0	0	0	0	16	0	0	0	20	20	Imm	20	Imm	20	125	20	125	0	0
457	Tolberti	zBlasterGuy A	150	1703	255	11558	0	1	N	Free	Suicidal	4	240	1	0	Errad	Phys	77D78+51	Ener	0	0	0	0	150	"Power Cure,G,5"	0	"Hour of Power,G,15"	182	182	182	Imm	132	182	182	Imm	Imm	0	"shot,x2"
458	Robert the Wise	zBlasterGuy B	150	1703	255	11558	0	1	N	Free	Suicidal	4	240	1	0	Errad	Phys	77D78+51	Ener	0	0	0	0	150	"Power Cure,G,5"	0	"Hour of Power,G,15"	197	197	197	Imm	147	197	197	Imm	Imm	0	"shot,x2"
459	Blaster Guy C	zBlasterGuy C	150	1703	255	11558	0	1	N	Free	Suicidal	4	240	1	0	Errad	Phys	77D78+51	Ener	0	0	0	0	150	"Power Cure,G,5"	0	"Hour of Power,G,15"	212	212	212	Imm	162	212	212	Imm	Imm	0	"shot,x2"
460	Mega-Dragon	zUltra Dragon A	98	1295	240	10595	0	1	Y	Short	Suicidal	4	300	30	4	Errad	Phys	62D63+51	Ener	0	0	0	0	98	0	0	0	147	147	147	147	147	147	147	95	95	0	"Summon,air,Dragon C"
461	Mega-Dragon	zUltra Dragon B	127	1476	255	10595	0	1	Y	Short	Suicidal	4	300	30	4	Errad	Phys	71D72+16	Ener	0	0	0	0	127	0	0	0	162	162	162	162	162	162	162	110	110	0	"Summon,air,Dragon C"
462	Mega-Dragon	zUltra Dragon C	165	1683	270	10595	0	1	Y	Short	Suicidal	4	300	30	4	Errad	Phys	81D82+21	Ener	0	0	0	0	165	0	0	0	177	177	177	177	177	177	177	125	125	0	"Summon,air,Dragon C"
463	Cat A	zcat a	0	2	0	7	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	1D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
464	Cat B	zcat b	0	2	0	9	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	1D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
465	Cat C	zcat c	0	2	0	12	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	1D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
466	Chicken A	zchicken a	0	2	0	7	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	1D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
467	Chicken B	zchicken b	0	2	0	9	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	1D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
468	Chicken C	zchicken c	0	2	0	12	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	1D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
469	Dog A	zdog a	0	2	0	7	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	1D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
470	Dog B	zdog b	0	2	0	9	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	1D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
471	Dog C	zdog c	0	2	0	12	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	1D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
472	Rat A	zrat a	0	2	0	137	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	1D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
473	Rat B	zrat b	0	2	0	191	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	1D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
474	Rat C	zrat c	0	2	0	267	2D6	0	N	Long	Wimp	4	140	100	0	0	Phys	1D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
475	Archer	BArcher A	15	90	134	425	5%3D20+L1Bow	0	N	Short	Normal	4	140	90	0	0	Phys	24D25+5	Arrow	0	0	0	0	15	0	0	0	18	18	18	18	0	18	18	18	18	0	0
476	Master Archer	BArcher B	19	102	149	595	5%6D20+L2Bow	0	N	Short	Aggress	4	150	90	0	0	Phys	27D28+11	Arrow	20	Fire	27D54+11	ArrowF	19	0	0	0	43	43	43	43	0	43	43	43	43	0	0
